horse_id,horse_name,birth_date,h_sex,raza,height_m,weight_kg,length_m,max_speed_kmh,h_temperament,h_category,h_career_races,h_days_since_last_race,h_linaje,listing_id,seller_id,l_listing_status,l_asking_price_usd,l_created_at,s_first_name,s_last_name,s_verified,s_disputes,s_num_listings,s_flagged_fraud,s_created_at,s_last_active_at,vet_total_exams,vet_major_issues,vet_avg_confidence,v_exam_date,completeness,vet_score,seller_score,horse_trust_score
H351,Special,2002-12-21,M,Cuarto de Milla,1.47,543.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,18.0,240.0,No,L1,S75,sold,1470633.0,2025-03-16 07:50:20.915206,Aaron,Jones,True,0.0,17.0,False,2023-02-23 14:14:55.593505,2024-04-09 14:57:15.448414,2.0,0.0,0.95,,1.0,1.0,1.0,1.0
H352,Threat,2002-01-06,F,Appaloosa,1.42,542.0,2.3,60.0,Activo / Resistente,Rutas y Western,20.0,238.0,Sí,L0,S38,sold,1520570.0,2025-11-10 19:35:38.863605,Sierra,Griffin,False,3.0,7.0,False,2025-07-16 13:31:34.735987,2025-12-16 16:07:17.036406,2.0,0.0,0.88,,1.0,1.0,0.51,0.902
H353,Gun,2014-10-21,M,Akhal-Teke,1.5,441.0,2.3,60.0,Independiente,Resistencia,14.0,338.0,Sí,L0,S83,withdrawn,1534181.0,2025-07-24 19:05:41.300688,Cassandra,Brown,True,1.0,21.0,False,2022-02-25 19:48:29.755104,2022-11-24 23:10:33.450242,2.0,0.0,0.735,,1.0,1.0,0.97,0.994
H354,Theory,2000-07-25,M,Árabe,1.46,,2.2,59.0,Inteligente / Leal,Endurance (Raid),12.0,225.0,Desconocido,L2,S63,sold,1501529.0,2025-05-15 23:11:18.690150,Christine,Cabrera,True,1.0,14.0,False,2023-12-14 21:13:38.713875,2024-03-31 05:46:04.283173,3.0,0.0,0.82,,0.9090909090909091,1.0,0.97,0.9576363636363636
H355,Treatment,1996-03-25,M,Hannoveriano,1.66,,2.5,50.0,Equilibrado,Salto y Doma,17.0,209.0,Sí,L4,S13,active,1521380.0,2025-04-15 03:45:40.488168,Heather,Brown,True,0.0,4.0,False,2023-04-24 13:41:55.846352,2025-02-28 04:17:33.601875,1.0,0.0,0.95,,0.9090909090909091,1.0,1.0,0.9636363636363636
H356,Get,2007-04-13,F,Shetland (Poni),0.86,195.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,11.0,116.0,Sí,L1,S161,withdrawn,1547889.0,2025-06-30 01:44:02.679643,Amanda,Gomez,False,0.0,21.0,False,2024-11-21 19:36:50.792878,2024-12-29 03:40:12.609121,3.0,0.0,0.8633333333333333,,1.0,1.0,0.6,0.92
H357,Character,2004-06-21,M,Cuarto de Milla,1.47,525.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,9.0,241.0,Sí,L2,S71,sold,1524788.0,2025-12-20 04:29:09.930276,Andrea,Crawford,True,0.0,25.0,False,2024-10-03 06:50:56.070942,2025-07-04 07:52:16.672859,2.0,0.0,0.7949999999999999,,1.0,1.0,1.0,1.0
H358,Today,2015-09-16,F,Percherón,1.72,956.0,2.8,28.0,Muy calmado,Tiro pesado,12.0,307.0,Sí,L5,S32,sold,1507072.0,2025-07-02 16:33:20.948117,Bryan,Hoffman,True,1.0,15.0,False,2024-07-15 01:35:26.330235,2025-03-16 05:37:08.762194,1.0,0.0,0.76,,1.0,1.0,0.97,0.994
H359,Image,2000-05-04,M,Pura Raza Española,1.58,545.0,2.4,47.0,Noble / Dócil,Doma y Exhibición,11.0,,No,L1,S130,active,1498179.0,2025-09-08 06:30:13.632920,Jason,Castillo,True,0.0,15.0,False,2024-05-21 12:36:46.068517,2025-02-05 09:01:53.715142,3.0,0.0,0.89,,0.9090909090909091,1.0,1.0,0.9636363636363636
H360,Born,2022-10-16,M,Árabe,1.43,373.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),20.0,362.0,Sí,L3,S149,sold,1511548.0,2025-06-14 00:05:30.679310,Crystal,Gomez,True,0.0,4.0,False,2024-10-04 07:26:22.726228,2025-07-16 06:57:12.691212,3.0,0.0,0.8733333333333334,,1.0,1.0,1.0,1.0
H361,Focus,2019-09-16,M,Frisón,1.66,708.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,16.0,256.0,No,L0,S125,withdrawn,1463612.0,2025-06-10 06:30:57.501895,Donald,Copeland,True,1.0,3.0,False,2025-02-22 01:12:33.730798,2026-01-21 15:25:04.012141,1.0,0.0,0.75,,1.0,1.0,0.97,0.994
H362,Business,2003-12-29,F,Árabe,1.43,373.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),14.0,237.0,No,L2,S53,active,1521955.0,2025-07-03 20:42:40.764039,Charles,Cox,True,0.0,4.0,False,2024-06-23 15:02:38.435730,2025-02-27 01:21:41.595814,3.0,1.0,0.7799999999999999,,1.0,0.6666666666666667,1.0,0.8666666666666667
H363,Painting,1996-01-20,M,Pura Raza Española,1.52,524.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,15.0,265.0,No,L1,S186,active,1479943.0,2026-02-07 09:10:01.245211,Morgan,Parks,False,0.0,6.0,False,2025-10-28 18:01:41.851343,2025-12-15 08:13:13.283146,3.0,0.0,0.8333333333333334,,1.0,1.0,0.6,0.92
H364,Young,2021-10-11,F,Frisón,1.65,621.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,11.0,22.0,No,L1,S20,withdrawn,1543886.0,2025-12-22 23:35:05.920489,Mike,Gilmore,True,0.0,20.0,False,2022-02-20 06:12:37.894830,2024-10-17 14:43:46.303739,2.0,0.0,0.8500000000000001,,1.0,1.0,1.0,1.0
H365,Property,2007-07-07,F,Hannoveriano,1.62,618.0,2.5,50.0,Equilibrado,Salto y Doma,8.0,93.0,No,L1,S120,active,1471283.0,2025-12-01 18:33:01.623589,Cody,Perez,True,0.0,12.0,False,2022-06-09 17:56:23.559707,2022-11-30 19:31:02.628630,2.0,0.0,0.775,,1.0,1.0,1.0,1.0
H366,Middle,2021-06-10,M,Shetland (Poni),0.93,167.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,12.0,285.0,Desconocido,L1,S169,active,1516784.0,2025-04-21 15:45:00.411626,Deborah,Jackson,False,1.0,15.0,False,2024-04-23 19:56:59.642720,2024-12-26 00:59:25.572000,3.0,0.0,0.8633333333333333,,1.0,1.0,0.5700000000000001,0.914
H367,Bad,2021-09-18,M,Pura Raza Española,1.58,528.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,12.0,118.0,Desconocido,L3,S157,active,1507616.0,2025-03-30 10:02:07.901340,Christina,Harrison,True,0.0,20.0,False,2022-02-23 10:42:33.166511,2026-01-31 04:50:36.026518,1.0,0.0,0.98,,1.0,1.0,1.0,1.0
H368,Congress,2010-04-02,F,Cuarto de Milla,1.57,,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,18.0,237.0,Sí,L6,S16,active,1456331.0,2025-03-03 13:13:28.267142,Nathaniel,Mann,True,1.0,7.0,False,2025-08-29 11:29:05.384061,2025-12-07 00:18:33.295196,3.0,0.0,0.8966666666666666,,0.9090909090909091,1.0,0.97,0.9576363636363636
H369,Begin,2004-09-22,M,Cuarto de Milla,1.56,530.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,16.0,114.0,Desconocido,L1,S42,active,1482529.0,2026-01-03 16:53:42.484716,Amy,Robbins,True,0.0,22.0,False,2022-10-15 03:59:10.463016,2025-02-20 11:55:36.154102,1.0,0.0,0.72,,1.0,1.0,1.0,1.0
H370,Accept,2023-04-05,F,Shetland (Poni),0.77,158.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,18.0,,Desconocido,L2,S130,active,1483030.0,2025-12-13 04:35:28.152530,Jason,Castillo,True,0.0,15.0,False,2024-05-21 12:36:46.068517,2025-02-05 09:01:53.715142,1.0,0.0,0.76,,0.9090909090909091,1.0,1.0,0.9636363636363636
H371,Out,2014-09-18,F,Pura Sangre Inglés,1.66,460.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,16.0,172.0,Desconocido,L0,S99,withdrawn,1562166.0,2025-02-19 09:57:35.318403,Brian,Owen,True,2.0,8.0,False,2024-07-11 20:04:25.424610,2025-12-02 03:39:18.321029,3.0,2.0,0.8166666666666668,,1.0,0.33333333333333337,0.94,0.7213333333333334
H372,Close,2010-12-16,F,Akhal-Teke,1.6,452.0,2.3,60.0,Independiente,Resistencia,15.0,354.0,Desconocido,L1,S192,active,1507407.0,2025-05-23 20:41:09.193714,Scott,Watson,True,0.0,6.0,False,2024-07-07 11:18:32.441734,2025-05-17 05:52:34.050440,3.0,0.0,0.9,,1.0,1.0,1.0,1.0
H373,Practice,1997-04-27,M,Árabe,1.5,433.0,2.2,56.0,Inteligente / Leal,Endurance (Raid),13.0,366.0,Desconocido,L0,S165,withdrawn,1568100.0,2025-12-22 15:13:51.743028,Abigail,Riley,True,1.0,3.0,False,2025-08-30 17:00:00.039051,2025-12-28 08:50:50.820883,2.0,0.0,0.8049999999999999,,1.0,1.0,0.97,0.994
H374,Benefit,2011-08-02,F,Hannoveriano,1.68,648.0,2.5,50.0,Equilibrado,Salto y Doma,9.0,353.0,Sí,L2,S192,withdrawn,1517017.0,2025-11-25 18:26:18.379483,Scott,Watson,True,0.0,6.0,False,2024-07-07 11:18:32.441734,2025-05-17 05:52:34.050440,2.0,0.0,0.885,,1.0,1.0,1.0,1.0
H375,Born,2022-04-08,F,Árabe,1.46,398.0,2.2,58.0,Inteligente / Leal,Endurance (Raid),18.0,45.0,No,L3,S130,active,1477206.0,2025-10-03 03:14:32.888961,Jason,Castillo,True,0.0,15.0,False,2024-05-21 12:36:46.068517,2025-02-05 09:01:53.715142,1.0,0.0,0.78,,1.0,1.0,1.0,1.0
H376,College,2006-10-28,F,Cuarto de Milla,1.54,547.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17.0,239.0,Desconocido,L2,S95,active,1444027.0,2025-09-17 10:26:42.805618,Steve,Schneider,True,0.0,15.0,False,2024-08-04 16:33:55.231354,2025-03-14 19:43:02.440659,2.0,0.0,0.815,,1.0,1.0,1.0,1.0
H377,Production,2006-10-11,M,Pura Raza Española,1.57,529.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,12.0,347.0,No,L0,S127,sold,1480010.0,2025-09-26 05:43:00.740393,Jessica,Brewer,True,0.0,11.0,False,2022-06-19 19:57:18.521609,2025-05-09 22:15:27.852224,2.0,0.0,0.855,,1.0,1.0,1.0,1.0
H378,Case,2014-09-01,M,Cuarto de Milla,1.59,527.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,12.0,260.0,Sí,L4,S132,sold,1530316.0,2025-07-09 00:54:19.979318,Jerry,Shepard,True,1.0,22.0,False,2025-08-06 21:30:59.763172,2025-11-21 01:07:15.955787,3.0,0.0,0.8833333333333333,,1.0,1.0,0.97,0.994
H379,Safe,1998-02-17,M,Akhal-Teke,1.56,451.0,2.3,60.0,Independiente,Resistencia,13.0,182.0,Desconocido,L1,S118,active,1439334.0,2026-02-06 17:02:46.268295,James,Carroll,False,0.0,12.0,False,2025-08-24 04:52:54.295677,2026-01-29 10:55:45.878617,1.0,0.0,0.88,,1.0,1.0,0.6,0.92
H380,Red,2014-12-19,F,Pura Sangre Inglés,1.6,460.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,22.0,232.0,No,L2,S45,active,1503038.0,2026-01-28 12:48:26.371111,Jason,Evans,True,0.0,18.0,False,2023-12-03 07:08:40.078673,2025-01-05 12:33:51.786307,1.0,0.0,0.96,,1.0,1.0,1.0,1.0
H381,Future,2001-01-15,M,Frisón,1.69,677.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,24.0,147.0,Sí,L1,S82,sold,1560771.0,2025-11-19 04:15:23.668140,Andrea,Harper,True,1.0,23.0,False,2025-05-27 23:06:38.150117,2026-01-31 08:41:03.254755,2.0,2.0,0.965,,1.0,0.0,0.97,0.5940000000000001
H382,Available,2007-05-14,F,Pura Raza Española,1.57,541.0,2.4,46.0,Noble / Dócil,Doma y Exhibición,11.0,33.0,Sí,L2,S182,withdrawn,1434748.0,2025-07-26 16:17:33.047491,Cynthia,Fields,True,2.0,11.0,False,2022-09-09 22:22:59.925325,2022-11-14 06:54:15.112957,2.0,0.0,0.77,,1.0,1.0,0.94,0.988
H383,Kid,1995-05-12,F,Akhal-Teke,1.57,,2.3,60.0,Independiente,Resistencia,20.0,55.0,Sí,L3,S95,active,1514705.0,2025-12-14 02:50:20.319977,Steve,Schneider,True,0.0,15.0,False,2024-08-04 16:33:55.231354,2025-03-14 19:43:02.440659,3.0,0.0,0.8466666666666667,,0.9090909090909091,1.0,1.0,0.9636363636363636
H384,Reach,2010-06-22,M,Percherón,1.7,913.0,2.8,25.0,Muy calmado,Tiro pesado,19.0,11.0,No,L1,S134,active,1497432.0,2025-09-23 06:10:12.161985,Danielle,Kennedy,False,0.0,22.0,False,2024-11-23 21:35:40.697184,2025-08-08 13:26:14.992613,1.0,0.0,0.95,,1.0,1.0,0.6,0.92
H385,From,2009-07-09,M,Cuarto de Milla,1.5,529.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17.0,203.0,Sí,L7,S177,active,1518938.0,2025-03-31 11:04:48.575804,Nathan,Strickland,False,0.0,18.0,False,2024-08-14 15:42:48.278314,2025-05-14 18:52:10.447520,1.0,0.0,0.95,,1.0,1.0,0.6,0.92
H386,Me,2008-05-25,F,Cuarto de Milla,1.58,517.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,12.0,202.0,No,L2,S123,active,1474507.0,2025-09-01 13:35:39.315004,Robert,Paul,True,1.0,10.0,False,2022-05-06 18:01:28.967516,2024-11-13 13:03:36.267127,3.0,1.0,0.8266666666666667,,1.0,0.6666666666666667,0.97,0.8606666666666667
H387,Future,2013-08-17,M,Árabe,1.45,,2.2,59.0,Inteligente / Leal,Endurance (Raid),23.0,339.0,Sí,L0,S183,active,1475739.0,2025-03-16 10:54:19.366695,Christopher,Carrillo,True,1.0,20.0,False,2023-05-09 20:38:59.356899,2024-08-19 06:40:26.165962,2.0,0.0,0.855,,0.9090909090909091,1.0,0.97,0.9576363636363636
H388,Song,2013-09-28,F,Pura Raza Española,1.56,,2.4,46.0,Noble / Dócil,Doma y Exhibición,11.0,51.0,Desconocido,L4,S126,active,1518307.0,2025-12-16 23:55:37.518607,Alexander,Davis,True,0.0,19.0,False,2025-12-13 23:21:08.744869,2025-12-26 18:39:26.161093,3.0,0.0,0.85,,0.9090909090909091,1.0,1.0,0.9636363636363636
H389,Number,2014-06-08,F,Árabe,1.44,404.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),21.0,,Sí,L2,S121,sold,1455908.0,2026-02-14 21:36:37.170794,Jennifer,Fields,True,1.0,5.0,False,2025-07-31 10:27:27.848232,2025-12-25 20:20:24.397033,2.0,1.0,0.875,,0.9090909090909091,0.5,0.97,0.7576363636363637
H390,Present,2010-06-22,F,Cuarto de Milla,1.56,588.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17.0,20.0,Desconocido,L0,S68,sold,1497459.0,2025-10-11 09:46:10.551232,Phyllis,Ramirez,True,0.0,1.0,False,2023-02-28 13:19:43.936473,2024-07-12 01:40:22.104134,3.0,0.0,0.9,,1.0,1.0,1.0,1.0
H391,Evening,2005-09-11,M,Akhal-Teke,1.57,438.0,2.3,60.0,Independiente,Resistencia,23.0,337.0,Sí,L2,S148,active,1521739.0,2025-10-26 13:55:10.280645,James,Boyd,False,3.0,17.0,False,2025-02-07 01:40:29.565705,2025-08-01 09:22:18.683954,1.0,0.0,0.71,,1.0,1.0,0.51,0.902
H392,Indeed,2013-10-16,M,Hannoveriano,1.62,640.0,2.5,50.0,Equilibrado,Salto y Doma,13.0,311.0,Sí,L2,S102,active,1454775.0,2025-10-30 00:37:03.709486,Claudia,Myers,True,0.0,11.0,False,2025-01-24 14:50:28.043556,2025-08-22 06:40:45.951989,2.0,0.0,0.865,,1.0,1.0,1.0,1.0
H393,Long,2002-10-17,M,Pura Sangre Inglés,1.64,486.0,2.4,,Nervioso / Atlético,Carreras y Salto,12.0,222.0,Sí,L4,S163,active,1496264.0,2025-07-14 11:01:45.665616,Leslie,Sanchez,True,0.0,4.0,False,2022-08-09 00:22:46.980873,2026-01-26 21:46:35.748704,2.0,0.0,0.975,,0.9090909090909091,1.0,1.0,0.9636363636363636
H394,Mind,1996-08-13,M,Árabe,,351.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),13.0,117.0,Sí,L4,S149,active,1433804.0,2025-04-21 06:24:15.757638,Crystal,Gomez,True,0.0,4.0,False,2024-10-04 07:26:22.726228,2025-07-16 06:57:12.691212,2.0,0.0,0.865,,0.9090909090909091,1.0,1.0,0.9636363636363636
H395,Night,2007-05-06,F,Pura Sangre Inglés,1.66,482.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,8.0,399.0,No,L3,S166,active,1509360.0,2026-01-04 09:32:29.287412,Ronald,Jones,True,0.0,5.0,False,2024-03-28 10:28:16.526220,2025-04-24 07:59:16.860983,3.0,1.0,0.7999999999999999,,1.0,0.6666666666666667,1.0,0.8666666666666667
H396,Speech,2016-11-21,M,Frisón,1.63,679.0,2.6,40.0,Manso / Dispuesto,Tiro y Cine,15.0,268.0,Desconocido,L0,S9,active,1518482.0,2025-02-19 17:16:40.979415,Amy,Ortiz,False,0.0,1.0,False,2022-03-19 22:19:27.972461,2023-02-21 22:57:23.178429,3.0,2.0,0.9133333333333332,,1.0,0.33333333333333337,0.6,0.6533333333333334
H397,Outside,2008-06-09,F,Árabe,1.46,447.0,2.2,60.0,Inteligente / Leal,Endurance (Raid),13.0,355.0,No,L3,S53,sold,1489801.0,2025-08-08 18:14:45.522653,Charles,Cox,True,0.0,4.0,False,2024-06-23 15:02:38.435730,2025-02-27 01:21:41.595814,3.0,1.0,0.87,,1.0,0.6666666666666667,1.0,0.8666666666666667
H398,Watch,2010-06-13,M,Akhal-Teke,1.52,,2.3,60.0,Independiente,Resistencia,20.0,229.0,Sí,L2,S56,sold,1582261.0,2025-03-21 09:13:08.013316,Stephanie,Schultz,False,1.0,10.0,False,2024-12-02 06:18:07.908346,2025-03-06 11:04:56.753545,1.0,0.0,0.9,,0.9090909090909091,1.0,0.5700000000000001,0.8776363636363637
H399,Crime,2020-10-01,M,Shetland (Poni),0.75,195.0,1.5,,Testarudo / Fuerte,Niños y Compañía,12.0,77.0,No,L2,S51,active,1488841.0,2025-06-01 05:38:51.681655,Micheal,Sandoval,True,1.0,25.0,False,2025-11-15 15:19:13.252829,2026-02-03 01:48:11.278222,2.0,0.0,0.835,,0.9090909090909091,1.0,0.97,0.9576363636363636
H400,Between,2006-06-18,F,Árabe,1.45,450.0,2.2,60.0,Inteligente / Leal,Endurance (Raid),20.0,139.0,Sí,L0,S115,sold,1497903.0,2025-04-19 04:21:29.878416,Pamela,Mosley,True,0.0,16.0,True,2022-12-19 13:21:45.660794,2024-07-23 15:19:04.925916,2.0,0.0,0.965,,1.0,1.0,0.7,0.9400000000000001
H401,Phone,2012-04-07,M,Árabe,1.48,353.0,2.2,,Inteligente / Leal,Endurance (Raid),20.0,226.0,Sí,L2,S60,withdrawn,1574838.0,2025-05-31 10:43:23.296883,Jason,Mcdonald,True,1.0,14.0,False,2023-01-18 07:33:39.411572,2023-09-07 09:25:48.712641,3.0,1.0,0.75,,0.9090909090909091,0.6666666666666667,0.97,0.8243030303030303
H402,Difference,2010-11-20,M,Cuarto de Milla,1.5,565.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,18.0,191.0,Sí,L1,S101,sold,1562920.0,2025-11-15 05:30:05.366117,Kristin,Castillo,False,0.0,13.0,False,2023-04-11 00:44:35.772252,2024-03-29 00:50:38.112177,1.0,0.0,0.76,,1.0,1.0,0.6,0.92
H403,Relationship,2009-04-03,M,Shetland (Poni),0.8,156.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,15.0,300.0,No,L0,S55,active,1619410.0,2025-06-08 21:32:07.776701,Tamara,Klein,False,1.0,7.0,False,2024-12-26 12:51:05.614842,2025-04-15 13:10:43.465717,3.0,0.0,0.9133333333333334,,1.0,1.0,0.5700000000000001,0.914
H404,According,2008-05-29,M,Cuarto de Milla,1.41,501.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,18.0,132.0,Sí,L1,S78,active,1518527.0,2025-11-24 22:25:52.544815,Ethan,Vaughn,True,0.0,1.0,False,2025-09-25 07:15:45.394233,2025-11-30 19:54:24.940711,1.0,0.0,0.87,,1.0,1.0,1.0,1.0
H405,Energy,2018-03-17,M,Pura Raza Española,1.52,502.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,14.0,372.0,No,L2,S108,sold,1480511.0,2025-12-05 23:46:24.759150,James,Rubio,True,1.0,17.0,False,2026-02-13 14:06:14.052186,2026-02-13 16:43:05.622781,3.0,2.0,0.8966666666666666,,1.0,0.33333333333333337,0.97,0.7273333333333334
H406,Certainly,2017-08-10,M,Frisón,1.64,784.0,2.6,42.0,Manso / Dispuesto,Tiro y Cine,12.0,145.0,Desconocido,L3,S96,active,1457643.0,2025-03-08 08:39:59.477067,Amanda,Goodman,True,0.0,15.0,False,2025-02-16 02:57:13.119904,2025-08-25 21:40:07.222536,2.0,0.0,0.965,,1.0,1.0,1.0,1.0
H407,Quickly,2017-06-17,M,Shetland (Poni),0.77,183.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,13.0,30.0,Desconocido,L2,S146,sold,1423509.0,2025-10-24 15:14:44.458814,Megan,Wilson,True,1.0,16.0,False,2022-05-25 06:13:32.570520,2025-05-04 04:52:32.160992,1.0,0.0,0.84,,1.0,1.0,0.97,0.994
H408,Much,2014-09-26,F,Cuarto de Milla,1.47,570.0,2.3,,Tranquilo / Sociable,Rodeo y Trabajo,12.0,240.0,Sí,L0,S40,withdrawn,1459213.0,2025-07-18 13:36:46.287855,Michael,Wallace,True,0.0,8.0,False,2022-06-05 03:00:07.127005,2024-11-25 02:14:45.082066,3.0,0.0,0.8966666666666666,,0.9090909090909091,1.0,1.0,0.9636363636363636
H409,Carry,2013-02-15,F,Hannoveriano,1.67,615.0,2.5,50.0,Equilibrado,Salto y Doma,6.0,244.0,Sí,L4,S95,withdrawn,1415998.0,2025-11-11 13:25:44.011091,Steve,Schneider,True,0.0,15.0,False,2024-08-04 16:33:55.231354,2025-03-14 19:43:02.440659,3.0,2.0,0.7533333333333333,,1.0,0.33333333333333337,1.0,0.7333333333333334
H410,Maintain,2005-07-22,M,Percherón,1.63,,2.8,25.0,Muy calmado,Tiro pesado,14.0,126.0,No,L1,S65,active,1548942.0,2025-07-11 22:40:22.175746,Mindy,Bell,True,0.0,8.0,False,2025-07-22 21:06:40.462398,2026-01-20 09:47:02.835378,1.0,0.0,0.78,,0.9090909090909091,1.0,1.0,0.9636363636363636
H411,Can,2001-08-18,F,Pura Sangre Inglés,,496.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,19.0,164.0,Sí,L0,S140,withdrawn,1492379.0,2025-03-06 08:28:37.182103,Melissa,Burke,True,0.0,19.0,False,2023-07-13 11:25:10.425900,2024-06-24 00:41:32.436309,1.0,0.0,0.79,,0.9090909090909091,1.0,1.0,0.9636363636363636
H412,Not,1998-11-22,F,Appaloosa,1.59,468.0,2.3,60.0,Activo / Resistente,Rutas y Western,14.0,150.0,Sí,L1,S21,active,1524680.0,2025-11-02 10:56:24.251746,Gina,Powell,True,1.0,2.0,False,2024-05-25 11:32:15.089804,2025-11-17 21:05:40.185926,3.0,0.0,0.7999999999999999,,1.0,1.0,0.97,0.994
H413,Culture,2006-10-18,F,Hannoveriano,1.67,623.0,2.5,50.0,Equilibrado,Salto y Doma,23.0,,Desconocido,L0,S34,sold,1533189.0,2025-10-09 20:02:53.651541,John,Kelley,True,0.0,22.0,False,2024-05-30 07:16:57.979718,2025-12-30 15:53:54.748414,3.0,0.0,0.8333333333333334,,0.9090909090909091,1.0,1.0,0.9636363636363636
H414,About,2012-04-22,M,Cuarto de Milla,1.53,550.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,16.0,45.0,No,L3,S192,sold,1508891.0,2025-09-11 11:50:51.401203,Scott,Watson,True,0.0,6.0,False,2024-07-07 11:18:32.441734,2025-05-17 05:52:34.050440,3.0,0.0,0.89,,1.0,1.0,1.0,1.0
H415,Whole,1999-07-11,M,Pura Sangre Inglés,1.62,466.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,23.0,168.0,Desconocido,L2,S21,active,1527342.0,2025-07-15 01:26:32.817469,Gina,Powell,True,1.0,2.0,False,2024-05-25 11:32:15.089804,2025-11-17 21:05:40.185926,3.0,1.0,0.9033333333333332,,1.0,0.6666666666666667,0.97,0.8606666666666667
H416,Decision,2017-08-17,F,Frisón,1.65,659.0,2.6,,Manso / Dispuesto,Tiro y Cine,16.0,110.0,Sí,L2,S75,withdrawn,1503279.0,2025-12-03 06:31:47.059647,Aaron,Jones,True,0.0,17.0,False,2023-02-23 14:14:55.593505,2024-04-09 14:57:15.448414,1.0,0.0,0.86,,0.9090909090909091,1.0,1.0,0.9636363636363636
H417,Rock,2005-11-12,M,Shetland (Poni),0.77,179.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,12.0,167.0,No,L2,S113,active,1487150.0,2025-02-17 09:05:56.656187,Molly,Hicks,True,0.0,15.0,False,2024-05-18 21:05:38.332789,2024-05-23 22:05:58.419997,3.0,0.0,0.81,,1.0,1.0,1.0,1.0
H418,Between,2017-02-14,M,Appaloosa,1.49,509.0,2.3,57.0,Activo / Resistente,Rutas y Western,11.0,68.0,Sí,L5,S132,active,1527420.0,2025-09-04 13:55:13.764671,Jerry,Shepard,True,1.0,22.0,False,2025-08-06 21:30:59.763172,2025-11-21 01:07:15.955787,1.0,0.0,0.73,,1.0,1.0,0.97,0.994
H419,Ten,2020-08-29,M,Akhal-Teke,1.52,474.0,2.3,60.0,Independiente,Resistencia,18.0,,Sí,L1,S90,active,1494620.0,2025-05-29 07:08:33.722639,Janice,Banks,True,0.0,19.0,False,2025-03-18 17:06:36.340456,2025-06-23 10:54:31.910800,2.0,0.0,0.75,,0.9090909090909091,1.0,1.0,0.9636363636363636
H420,Material,2015-05-01,M,Hannoveriano,1.67,616.0,2.5,50.0,Equilibrado,Salto y Doma,14.0,96.0,Sí,L2,S58,active,1450171.0,2026-02-08 17:28:52.747572,Isaiah,Rodriguez,False,0.0,21.0,False,2023-01-04 20:51:04.793321,2025-04-05 16:44:34.786098,3.0,0.0,0.8133333333333334,,1.0,1.0,0.6,0.92
H421,Water,2009-11-03,M,Frisón,1.61,626.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,17.0,,Sí,L5,S149,active,1461598.0,2025-11-01 23:45:02.933600,Crystal,Gomez,True,0.0,4.0,False,2024-10-04 07:26:22.726228,2025-07-16 06:57:12.691212,2.0,0.0,0.835,,0.9090909090909091,1.0,1.0,0.9636363636363636
H422,Recent,2004-08-25,F,Hannoveriano,1.64,640.0,2.5,50.0,Equilibrado,Salto y Doma,19.0,337.0,Sí,L1,S10,active,1569555.0,2025-06-10 11:48:29.735333,Karla,Barnett,True,1.0,21.0,False,2023-10-08 22:35:14.742132,2024-09-28 22:38:14.718219,2.0,0.0,0.825,,1.0,1.0,0.97,0.994
