horse_id,birth_date,h_sex,raza,height_m,weight_kg,length_m,max_speed_kmh,h_temperament,h_category,h_career_races,h_career_top3_rate,h_days_since_last_race,h_linaje,h_birth_country,h_current_country,listing_id,seller_id,l_listing_status,l_asking_price_usd,l_price_vs_market_ratio,l_anomaly_score,l_verified_listing,l_created_at,s_first_name,s_last_name,s_verified,s_disputes,s_success_rate,s_num_listings,s_flagged_fraud,s_created_at,s_last_active_at,vet_total_exams,vet_major_issues,vet_avg_confidence
H274,2018-12-06,M,Cuarto de Milla,1.58,569.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,19,0.6,354.0,No,Australia,Brasil,L745,S155,withdrawn,1534372,1.75,0.26,True,2025-12-26 10:47:03.394821,Michael,Gregory,True,0,0.86,21,False,2025-07-04 15:27:14.667475,2025-08-18 18:57:54.723197,2,1,0.975
H275,2007-10-15,F,Pura Raza Española,1.52,530.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,16,0.31,386.0,Desconocido,,Brasil,L415,S90,withdrawn,1456057,1.11,0.42,True,2025-02-23 10:52:17.564100,Angela,Lane,True,2,0.73,2,False,2024-04-14 05:32:08.501453,2024-06-29 16:58:30.373355,1,0,0.99
H276,1999-09-16,M,Árabe,1.49,360.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),17,0.46,285.0,No,EEUU,Alemania,L249,S56,active,1499338,1.04,0.64,True,2025-10-24 11:43:27.705275,Larry,Sloan,True,0,0.9,2,False,2023-11-20 03:50:32.392402,2024-10-22 22:52:40.308574,2,0,0.8400000000000001
H277,2012-08-13,M,Pura Sangre Inglés,1.65,474.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,21,0.49,359.0,Desconocido,Brasil,Argentina,L782,S162,withdrawn,1477777,0.85,0.47,False,2025-12-09 01:16:26.676359,Katherine,Hernandez,True,0,0.6,7,False,2025-09-27 02:43:24.169475,2025-12-30 19:20:36.415392,3,1,0.8133333333333334
H278,2012-07-04,F,Cuarto de Milla,1.45,568.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,14,0.35,194.0,No,Chile,EEUU,L226,S48,withdrawn,1492598,0.64,0.87,True,2026-01-24 17:08:12.338047,Tamara,Dean,False,0,0.63,14,False,2025-10-27 09:08:18.354663,2025-11-10 02:47:33.267113,1,0,0.7
H279,2015-05-28,F,Frisón,1.62,743.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,6,0.39,164.0,No,Chile,Portugal,L759,S158,active,1518026,1.75,0.59,True,2026-02-05 20:23:32.898491,Jessica,Roy,True,0,0.63,15,False,2022-10-13 02:28:34.594096,2026-01-28 11:00:44.407050,1,0,0.72
H280,2009-09-08,M,Cuarto de Milla,1.42,565.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,18,,180.0,Desconocido,Francia,Reino Unido,L287,S64,sold,1514360,1.74,0.58,False,2026-02-06 04:32:58.093869,James,Sellers,True,1,0.69,20,True,2023-01-20 15:55:36.260327,2023-02-13 06:52:05.204687,3,1,0.82
H281,2007-04-09,M,Frisón,,720.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,16,0.36,39.0,Sí,Argentina,Italia,L851,S173,withdrawn,1393426,1.31,0.11,True,2025-08-31 00:48:07.322830,Barbara,Reese,False,3,0.6,18,False,2024-09-25 02:22:08.692424,2025-08-01 07:01:12.468148,3,0,0.87
H282,2002-08-02,F,Shetland (Poni),1.07,175.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,14,0.47,273.0,Sí,Francia,Reino Unido,L940,S193,active,1530452,1.54,0.54,True,2025-11-07 17:25:30.669079,Erin,Stanley,True,0,0.75,15,False,2022-11-28 13:01:59.778472,2024-09-27 06:16:01.199240,1,0,0.72
H283,1995-10-16,M,Percherón,1.77,932.0,2.8,27.0,Muy calmado,Tiro pesado,13,0.22,313.0,No,Arabia Saudita,Reino Unido,L900,S184,active,1490330,1.79,0.64,True,2025-12-20 23:19:35.927692,Donald,Ferguson,True,0,0.63,25,False,2023-05-28 09:04:13.482865,2025-01-24 07:06:52.736849,1,0,0.97
H284,2014-10-30,M,Pura Sangre Inglés,1.7,455.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,12,0.7,211.0,Sí,Chile,Chile,L958,S196,active,1447434,1.07,0.83,False,2025-03-12 18:31:37.355849,Ashley,Newton,True,1,0.61,8,False,2023-02-14 14:29:50.660909,2024-02-19 15:56:06.193156,1,0,0.76
H285,1996-11-19,M,Shetland (Poni),0.99,154.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,15,0.65,288.0,Sí,Argentina,Argentina,L820,S168,sold,1493378,0.93,0.08,True,2025-08-18 00:45:00.244220,Samantha,Brown,True,0,0.71,8,False,2025-07-15 09:05:07.219568,2025-08-12 00:29:48.354565,1,0,0.91
H286,2011-04-25,M,Akhal-Teke,1.55,445.0,2.3,60.0,Independiente,Resistencia,22,0.44,140.0,Sí,Australia,España,L860,S174,active,1553866,1.01,0.4,True,2025-08-11 19:35:23.531931,Michael,Mejia,False,0,0.62,10,False,2024-11-25 22:21:37.717534,2025-01-21 09:34:58.308798,1,0,0.96
H287,2022-10-08,F,Appaloosa,1.47,464.0,2.3,59.0,Activo / Resistente,Rutas y Western,11,0.67,282.0,Desconocido,Perú,Qatar,L162,S35,sold,1466859,1.55,0.78,True,2025-08-18 20:17:12.477009,Tammy,Goodwin,True,0,0.91,10,False,2022-04-12 21:45:35.554903,2023-02-24 01:15:56.283429,1,0,0.71
H288,2013-01-02,M,Frisón,1.68,798.0,2.6,43.0,Manso / Dispuesto,Tiro y Cine,12,0.51,307.0,Desconocido,Turquía,España,L772,S160,sold,1413427,1.44,0.1,True,2026-02-08 17:03:20.962608,Alyssa,Donaldson,True,0,0.71,16,False,2024-03-05 09:41:49.769327,2024-09-07 15:33:14.460893,2,1,0.7749999999999999
H289,2012-06-13,M,Akhal-Teke,1.57,434.0,2.3,60.0,Independiente,Resistencia,16,0.58,218.0,Desconocido,Australia,Alemania,L106,S24,withdrawn,1530965,1.2,0.11,True,2025-03-08 06:51:55.988740,James,Banks,False,0,0.62,4,False,2025-09-30 12:35:17.363134,2025-12-20 05:39:01.840362,1,0,0.73
H290,2019-05-04,M,Akhal-Teke,1.54,467.0,2.3,60.0,Independiente,Resistencia,18,0.59,45.0,No,Reino Unido,Turquía,L773,S160,sold,1486856,0.64,0.85,True,2025-06-14 22:18:51.649717,Alyssa,Donaldson,True,0,0.71,16,False,2024-03-05 09:41:49.769327,2024-09-07 15:33:14.460893,2,0,0.89
H291,2011-10-26,F,Pura Raza Española,1.52,547.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,15,0.66,104.0,No,EEUU,Arabia Saudita,L800,S165,withdrawn,1494607,1.7,0.61,True,2025-04-29 10:30:59.594798,Benjamin,Martinez,False,1,0.68,23,False,2023-06-16 04:16:15.723657,2025-06-13 16:51:24.548562,3,0,0.8333333333333334
H292,1999-01-11,M,Hannoveriano,1.62,,2.5,50.0,Equilibrado,Salto y Doma,14,0.6,189.0,Sí,España,España,L35,S10,active,1528385,1.52,0.13,True,2025-05-29 04:04:11.277467,Mary,Joyce,True,0,0.82,12,False,2025-02-06 03:45:33.654838,2025-02-26 12:52:22.388300,1,0,0.94
H293,2014-05-17,F,Cuarto de Milla,1.52,597.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17,0.61,28.0,Desconocido,,Colombia,L353,S79,withdrawn,1537627,1.57,0.31,True,2025-09-30 14:17:04.936240,Shelly,Torres,False,1,0.94,6,False,2023-06-01 03:21:39.555382,2025-12-08 17:42:12.109932,1,0,0.84
H294,1996-03-07,F,Percherón,1.7,995.0,2.8,29.0,Muy calmado,Tiro pesado,16,0.27,,No,Portugal,Francia,L533,S112,active,1512338,0.74,0.91,True,2025-08-11 06:19:27.827411,Brittany,Barrett,True,1,0.67,1,True,2023-09-07 11:51:54.799461,2023-12-09 22:30:35.605831,2,1,0.845
H295,2003-07-13,M,Appaloosa,1.5,500.0,2.3,60.0,Activo / Resistente,Rutas y Western,14,,241.0,Desconocido,Australia,Qatar,L27,S8,active,1361142,1.0,0.96,True,2025-06-02 21:07:28.404605,Mary,Love,True,0,0.81,2,False,2024-11-25 19:57:58.901076,2025-01-14 02:14:07.004935,2,1,0.8
H296,2023-10-07,M,Pura Raza Española,,506.0,2.4,47.0,Noble / Dócil,Doma y Exhibición,15,0.32,139.0,Sí,Perú,Arabia Saudita,L708,S148,active,1583025,0.66,0.16,False,2025-04-20 14:38:06.028606,Holly,Lang,True,0,0.73,23,False,2024-12-31 18:36:53.824577,2025-10-29 02:11:57.531042,1,0,0.9
H297,2013-10-05,F,Akhal-Teke,1.54,451.0,2.3,60.0,Independiente,Resistencia,17,0.35,221.0,No,Argentina,Argentina,L430,S93,active,1462023,0.61,0.86,False,2025-07-01 01:50:03.820941,Molly,Cain,False,0,0.71,3,False,2023-09-20 16:57:30.044306,2023-12-05 15:28:58.428869,1,0,0.86
H298,2018-07-20,M,Frisón,1.66,747.0,2.6,45.0,Manso / Dispuesto,Tiro y Cine,20,0.24,58.0,No,Arabia Saudita,Brasil,L913,S187,active,1468998,1.51,0.76,True,2025-12-02 20:46:51.736699,Donna,May,True,1,0.7,8,False,2023-12-19 15:56:18.326136,2025-03-28 05:50:48.116833,2,1,0.745
H299,2011-03-12,M,Frisón,1.65,602.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,15,0.35,75.0,Desconocido,Australia,Colombia,L153,S33,active,1433261,1.13,0.98,True,2026-01-18 20:47:49.812143,Anne,Bowen,True,0,0.66,25,False,2025-09-28 21:31:59.938966,2026-02-05 10:40:49.429379,2,0,0.935
H300,2020-06-16,M,Percherón,1.68,976.0,2.8,26.0,Muy calmado,Tiro pesado,22,0.14,137.0,No,España,Qatar,L101,S23,withdrawn,1478610,1.38,0.55,True,2025-04-29 05:29:22.767265,Luis,Fritz,True,0,0.73,5,False,2023-08-02 17:58:49.414284,2025-01-26 05:29:15.425867,1,1,0.86
H301,2008-06-04,F,Pura Raza Española,1.56,516.0,2.4,47.0,Noble / Dócil,Doma y Exhibición,15,0.11,69.0,Sí,EEUU,Reino Unido,L338,S75,active,1549779,1.38,0.49,False,2025-11-03 19:57:01.117385,Timothy,Pineda,False,0,0.7,7,False,2023-04-05 00:27:53.389967,2025-05-09 01:55:36.063711,3,0,0.9133333333333334
H302,2019-04-14,F,Akhal-Teke,1.58,448.0,2.3,60.0,Independiente,Resistencia,20,0.63,202.0,No,Qatar,Portugal,L375,S83,sold,1560520,0.62,0.92,True,2025-04-24 23:59:48.513816,Jason,Levy,False,2,0.73,2,False,2023-12-27 12:43:54.724073,2024-10-09 03:42:19.050084,1,0,0.94
H303,2018-07-19,F,Árabe,1.46,423.0,2.2,,Inteligente / Leal,Endurance (Raid),19,0.61,43.0,Sí,Colombia,Arabia Saudita,L931,S191,active,1465619,0.71,0.26,True,2026-01-10 15:45:39.921827,Samuel,Adams,True,1,0.92,5,False,2025-01-27 18:50:05.790241,2025-10-04 13:32:00.499067,2,1,0.915
H304,1999-11-07,F,Pura Raza Española,1.57,538.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,16,0.34,234.0,No,Argentina,Australia,L501,S106,active,1553234,1.14,0.42,True,2025-12-14 15:52:21.534033,Andrew,Williams,True,0,0.79,1,False,2025-05-22 02:19:12.562280,2025-11-22 08:47:50.895227,1,0,0.88
H305,2023-06-15,M,Percherón,1.77,832.0,2.8,30.0,Muy calmado,Tiro pesado,10,0.24,135.0,Desconocido,Italia,EEUU,L210,S44,active,1514367,1.51,0.12,True,2025-11-10 02:36:01.995667,Melissa,Thompson,True,0,0.62,3,False,2023-03-28 06:35:37.930938,2024-07-19 18:00:51.433522,3,1,0.8133333333333334
H306,2018-04-02,M,Árabe,1.41,410.0,2.2,59.0,Inteligente / Leal,Endurance (Raid),17,0.13,210.0,No,Italia,España,L234,S51,active,1544278,0.86,0.13,True,2025-07-09 23:07:14.439243,Brenda,Davis,True,2,0.64,7,False,2024-08-19 08:23:27.690390,2026-01-19 21:42:50.021217,3,0,0.8766666666666666
H307,2004-02-25,F,Akhal-Teke,,435.0,2.3,60.0,Independiente,Resistencia,18,0.54,233.0,No,Portugal,Australia,L154,S33,active,1446867,0.98,0.97,True,2025-09-04 13:58:04.162695,Anne,Bowen,True,0,0.66,25,False,2025-09-28 21:31:59.938966,2026-02-05 10:40:49.429379,1,0,0.78
H308,2014-12-12,F,Árabe,1.49,391.0,2.2,58.0,Inteligente / Leal,Endurance (Raid),13,0.38,283.0,Desconocido,Qatar,Portugal,L662,S138,active,1509967,1.33,0.25,True,2025-07-04 16:26:07.958949,Teresa,Perry,True,2,0.67,11,False,2025-03-11 18:29:27.517231,2025-09-01 00:23:53.134316,3,0,0.7866666666666666
H309,2022-05-15,F,Appaloosa,1.53,531.0,2.3,59.0,Activo / Resistente,Rutas y Western,19,0.36,334.0,No,México,Argentina,L431,S93,withdrawn,1557389,0.98,0.9,True,2025-02-18 01:02:26.164909,Molly,Cain,False,0,0.71,3,False,2023-09-20 16:57:30.044306,2023-12-05 15:28:58.428869,1,0,0.82
H310,2017-12-16,M,Percherón,1.69,893.0,2.8,28.0,Muy calmado,Tiro pesado,16,0.26,162.0,Sí,Australia,Portugal,L649,S135,sold,1455599,1.39,0.57,True,2025-09-16 22:18:45.429930,William,Skinner,True,0,0.94,18,True,2025-10-07 10:16:45.723579,2026-01-17 21:42:28.054972,2,0,0.8200000000000001
H311,2005-05-06,M,Pura Raza Española,1.57,531.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,16,0.28,399.0,No,México,Arabia Saudita,L616,S128,sold,1504646,1.69,0.77,False,2026-01-20 15:22:17.713689,Katherine,Pierce,True,1,0.62,14,False,2025-01-01 01:29:18.742228,2026-01-01 10:34:48.667911,2,1,0.88
H312,2019-04-03,M,Pura Sangre Inglés,1.64,485.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,13,0.36,134.0,Sí,Chile,Chile,L305,S69,active,1472060,1.69,0.7,True,2026-02-05 12:32:32.993838,Leslie,James,True,0,0.8,4,False,2025-01-30 19:23:10.672466,2026-01-19 13:17:29.439075,3,0,0.8233333333333333
H313,2004-11-22,F,Hannoveriano,1.66,633.0,2.5,50.0,Equilibrado,Salto y Doma,14,0.56,320.0,Desconocido,Perú,México,L204,S42,active,1500632,1.11,0.27,True,2025-09-26 19:27:14.339086,Erin,Fox,True,0,0.69,3,False,2022-07-27 11:46:30.988721,2025-07-01 23:50:05.843239,1,0,0.86
H314,2014-08-04,M,Appaloosa,1.57,473.0,2.3,56.0,Activo / Resistente,Rutas y Western,16,,333.0,No,Qatar,Perú,L293,S65,withdrawn,1569785,0.72,0.92,True,2025-04-05 19:21:04.739390,Jennifer,Sanchez,False,0,0.83,19,False,2025-10-18 02:24:11.064779,2025-11-24 18:18:28.289944,2,0,0.79
H315,2018-05-07,F,Shetland (Poni),0.71,153.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,14,0.68,18.0,Sí,España,México,L594,S123,active,1485952,1.09,0.83,True,2025-12-16 13:46:54.457462,Kenneth,Rodriguez,True,1,0.82,25,False,2024-10-27 02:24:05.504049,2025-05-06 01:28:58.278344,1,0,0.97
H316,1999-07-06,F,Akhal-Teke,1.57,434.0,2.3,60.0,Independiente,Resistencia,18,0.15,14.0,No,Colombia,Brasil,L339,S75,active,1505280,1.74,0.57,True,2025-02-15 11:50:16.168222,Timothy,Pineda,False,0,0.7,7,False,2023-04-05 00:27:53.389967,2025-05-09 01:55:36.063711,2,1,0.95
H317,2017-10-17,F,Akhal-Teke,1.55,470.0,2.3,60.0,Independiente,Resistencia,9,,48.0,Desconocido,Portugal,Francia,L932,S191,sold,1521007,0.65,0.49,True,2026-01-16 18:07:44.996505,Samuel,Adams,True,1,0.92,5,False,2025-01-27 18:50:05.790241,2025-10-04 13:32:00.499067,1,0,0.81
H318,2000-03-28,F,Akhal-Teke,,477.0,2.3,60.0,Independiente,Resistencia,12,0.6,202.0,Desconocido,España,Arabia Saudita,L395,S86,active,1544397,0.85,0.32,True,2025-10-08 23:57:48.443478,Ernest,Washington,True,2,0.68,6,False,2022-12-24 22:24:23.428320,2023-02-15 03:06:24.270681,1,0,0.79
H319,2015-03-10,M,Frisón,1.67,608.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,12,,55.0,No,EEUU,Turquía,L134,S29,withdrawn,1472591,1.69,0.84,True,2026-01-11 12:33:14.214597,Joseph,Rodriguez,True,0,0.7,6,False,2024-06-02 14:35:44.044847,2025-03-07 00:55:02.059283,1,0,0.91
H320,2022-11-08,F,Frisón,1.62,786.0,2.6,,Manso / Dispuesto,Tiro y Cine,14,0.55,288.0,No,Perú,Turquía,L579,S119,active,1480024,1.75,0.09,True,2025-05-11 20:45:58.382669,Kristen,Williams,True,1,0.83,18,False,2023-01-24 21:31:38.353641,2023-11-16 12:40:46.541519,3,0,0.7733333333333333
H321,1997-12-27,M,Akhal-Teke,1.59,433.0,2.3,60.0,Independiente,Resistencia,17,0.68,127.0,No,Colombia,Alemania,L79,S19,active,1461752,1.15,0.74,True,2025-10-05 03:42:09.345546,Patricia,Wagner,False,1,0.92,19,False,2022-08-26 16:21:16.777407,2024-07-19 01:12:34.634962,1,0,0.76
H322,2021-08-27,M,Árabe,1.44,381.0,2.2,55.0,Inteligente / Leal,Endurance (Raid),23,0.68,,No,Turquía,Portugal,L169,S36,active,1515837,0.99,0.79,True,2025-04-08 12:13:00.106582,Daniel,Bryant,True,0,0.8,3,False,2022-09-06 20:52:36.887304,2023-11-14 09:50:07.165832,2,0,0.8500000000000001
H323,2015-12-02,M,Pura Raza Española,1.55,,2.4,49.0,Noble / Dócil,Doma y Exhibición,9,0.3,395.0,No,Francia,Argentina,L941,S193,sold,1454163,1.5,0.6,True,2025-07-13 13:13:51.569109,Erin,Stanley,True,0,0.75,15,False,2022-11-28 13:01:59.778472,2024-09-27 06:16:01.199240,1,0,0.97
H324,2014-03-18,M,Árabe,1.41,379.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),15,0.69,337.0,No,Qatar,,L256,S57,withdrawn,1521708,1.23,0.8,True,2025-10-27 06:03:59.849663,Steve,Jackson,False,0,0.74,15,False,2024-08-12 07:14:22.403693,2024-09-01 23:11:19.208100,1,0,0.99
H325,2012-06-26,M,Pura Sangre Inglés,1.63,452.0,2.4,,Nervioso / Atlético,Carreras y Salto,12,0.39,231.0,No,Turquía,EEUU,L852,S173,active,1526917,1.03,0.54,True,2025-12-07 08:18:37.332400,Barbara,Reese,False,3,0.6,18,False,2024-09-25 02:22:08.692424,2025-08-01 07:01:12.468148,3,0,0.7466666666666667
H326,2015-02-01,F,Shetland (Poni),0.83,179.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,17,0.27,313.0,Desconocido,Reino Unido,Italia,L907,S185,active,1526201,1.44,0.93,True,2025-08-12 08:12:06.388645,Kevin,Kidd,True,1,0.83,6,False,2023-05-29 02:41:14.371943,2025-11-30 14:42:15.024767,3,0,0.9066666666666667
H327,2015-08-09,F,Appaloosa,1.56,519.0,2.3,57.0,Activo / Resistente,Rutas y Western,15,0.37,333.0,No,Reino Unido,Alemania,L844,S172,active,1490714,1.0,0.89,True,2025-05-18 04:34:39.898898,Brian,Marshall,True,0,0.89,10,False,2024-10-05 14:16:38.586583,2024-10-08 13:53:08.568256,1,0,0.98
H328,2018-07-08,M,Shetland (Poni),0.83,154.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,11,0.49,282.0,Desconocido,EEUU,,L472,S101,active,1491740,1.77,0.7,True,2025-07-26 19:41:03.753752,Tyler,Miller,False,0,0.75,22,False,2025-10-04 07:12:47.333062,2025-12-29 00:29:35.348266,1,0,0.91
H329,2001-03-01,F,Percherón,1.66,,2.8,27.0,Muy calmado,Tiro pesado,11,0.17,274.0,No,Francia,Portugal,L680,S142,active,1471890,1.32,0.39,True,2025-04-06 20:56:52.103914,Christopher,Moore,True,2,0.86,8,False,2025-05-02 16:04:58.179348,2025-12-31 10:15:08.773199,2,0,0.8200000000000001
H330,2012-12-25,M,Árabe,1.45,,2.2,55.0,Inteligente / Leal,Endurance (Raid),13,0.44,205.0,No,Australia,Perú,L432,S93,active,1481596,0.86,0.84,True,2025-12-08 15:12:08.262393,Molly,Cain,False,0,0.71,3,False,2023-09-20 16:57:30.044306,2023-12-05 15:28:58.428869,2,0,0.9099999999999999
H331,2021-08-11,M,Pura Sangre Inglés,1.6,463.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,11,0.49,47.0,No,Francia,Argentina,L102,S23,withdrawn,1471500,0.79,0.37,True,2025-12-13 11:54:58.742110,Luis,Fritz,True,0,0.73,5,False,2023-08-02 17:58:49.414284,2025-01-26 05:29:15.425867,2,0,0.805
H332,2006-07-02,F,Appaloosa,1.56,457.0,2.3,59.0,Activo / Resistente,Rutas y Western,18,,27.0,No,México,Italia,L473,S101,active,1522419,0.82,0.32,True,2025-02-27 14:57:39.999277,Tyler,Miller,False,0,0.75,22,False,2025-10-04 07:12:47.333062,2025-12-29 00:29:35.348266,2,0,0.905
H333,2003-01-06,M,Hannoveriano,,634.0,2.5,50.0,Equilibrado,Salto y Doma,11,0.33,105.0,No,Arabia Saudita,Reino Unido,L10,S3,active,1471596,1.25,0.21,True,2026-01-01 02:40:11.136681,Jacqueline,Salas,True,0,0.81,18,False,2023-11-13 16:21:04.726663,2024-05-03 12:44:56.446740,2,0,0.805
H334,2012-11-17,M,Appaloosa,1.55,523.0,2.3,57.0,Activo / Resistente,Rutas y Western,15,,366.0,No,España,Reino Unido,L298,S67,active,1504229,1.08,0.35,True,2025-05-10 00:10:11.647757,Martha,Smith,True,0,0.65,21,False,2025-02-24 23:55:06.810042,2025-09-26 19:42:35.089171,3,0,0.8433333333333334
H335,2019-02-10,F,Árabe,1.47,418.0,2.2,59.0,Inteligente / Leal,Endurance (Raid),16,0.37,187.0,Desconocido,Colombia,Argentina,L658,S137,active,1547985,0.81,0.72,True,2025-10-06 01:50:38.623144,Gabrielle,Wall,True,0,0.9,6,False,2023-06-27 02:58:19.065143,2025-08-30 16:54:27.808579,2,0,0.755
H336,1996-04-11,F,Frisón,1.66,744.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,20,,399.0,No,Perú,Argentina,L143,S31,active,1493860,0.67,0.23,True,2025-06-01 14:50:12.047472,Jessica,Silva,True,0,0.78,4,False,2024-08-31 02:07:58.247899,2025-12-24 22:46:56.612489,3,1,0.9166666666666666
H337,2014-08-03,F,Percherón,1.6,808.0,2.8,27.0,Muy calmado,Tiro pesado,19,0.46,272.0,Sí,México,Alemania,L563,S116,sold,1531254,1.66,0.93,True,2025-04-17 01:12:27.499751,Michael,Miller,False,0,0.86,25,False,2023-12-24 15:16:40.029190,2024-05-05 15:30:46.073660,1,0,0.93
H338,2005-01-08,F,Akhal-Teke,1.5,,2.3,60.0,Independiente,Resistencia,16,0.67,148.0,Desconocido,Australia,Portugal,L435,S94,withdrawn,1519661,0.78,0.42,True,2025-10-01 19:02:57.292968,Stacie,Turner,True,0,0.82,13,False,2022-07-29 19:03:11.614658,2025-07-09 21:46:50.173280,2,0,0.8
H339,2020-05-03,F,Cuarto de Milla,1.43,533.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,14,0.32,305.0,Sí,Perú,México,L845,S172,active,1546584,1.56,0.23,True,2025-10-16 22:03:12.968541,Brian,Marshall,True,0,0.89,10,False,2024-10-05 14:16:38.586583,2024-10-08 13:53:08.568256,3,2,0.9366666666666666
H340,2022-03-23,M,Cuarto de Milla,1.55,592.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,12,0.29,254.0,Sí,España,México,L933,S191,active,1454487,1.55,0.7,False,2025-07-02 17:58:17.385295,Samuel,Adams,True,1,0.92,5,False,2025-01-27 18:50:05.790241,2025-10-04 13:32:00.499067,2,0,0.79
H341,1999-02-13,F,Pura Sangre Inglés,1.61,453.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,15,0.65,,Sí,Brasil,Brasil,L846,S172,sold,1529289,1.26,0.54,True,2025-07-26 13:32:57.303381,Brian,Marshall,True,0,0.89,10,False,2024-10-05 14:16:38.586583,2024-10-08 13:53:08.568256,1,0,0.78
H342,2016-07-27,M,Cuarto de Milla,1.53,,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,11,0.33,163.0,No,Colombia,Portugal,L299,S67,sold,1438911,1.63,0.33,True,2025-12-26 04:40:56.628427,Martha,Smith,True,0,0.65,21,False,2025-02-24 23:55:06.810042,2025-09-26 19:42:35.089171,3,0,0.8833333333333333
H343,2021-01-29,M,Pura Raza Española,1.52,543.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,15,0.7,235.0,No,Australia,Italia,L713,S149,active,1506666,1.25,0.4,True,2026-02-04 15:28:38.008651,Jennifer,Russell,True,0,0.89,8,False,2022-06-09 01:41:13.557497,2025-11-29 14:58:08.317133,3,0,0.8066666666666666
H344,2008-12-18,F,Hannoveriano,1.61,621.0,2.5,50.0,Equilibrado,Salto y Doma,16,0.15,299.0,No,Chile,Perú,L457,S97,sold,1527675,1.26,0.49,True,2025-05-19 17:48:37.934991,Natalie,Cooper,True,0,0.72,11,False,2023-09-22 01:15:18.137202,2025-09-12 02:14:37.360227,1,1,0.91
H345,2009-10-22,F,Cuarto de Milla,1.55,516.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,13,0.56,253.0,No,Turquía,Chile,L790,S163,active,1513442,1.32,0.96,True,2025-05-04 03:54:55.623478,Joseph,Nelson,True,1,0.77,25,False,2023-06-30 05:53:04.939659,2024-12-03 12:21:19.079299,1,0,0.71
H346,2008-02-15,M,Shetland (Poni),0.8,167.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,16,0.57,172.0,No,Italia,España,L444,S95,active,1471708,0.78,0.99,True,2025-04-09 10:30:53.392942,Elizabeth,Sanchez,True,0,0.72,1,False,2023-08-04 00:00:06.163686,2026-02-09 00:56:54.502017,2,0,0.73
H347,2019-10-06,F,Frisón,1.62,688.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,20,0.49,163.0,Sí,Argentina,Qatar,L125,S27,active,1577388,1.06,0.64,False,2025-03-14 04:02:13.912425,Olivia,Walsh,True,0,0.93,22,False,2025-03-09 04:02:26.207481,2025-04-16 11:42:23.251538,1,0,0.9
H348,2000-08-29,M,Shetland (Poni),1.07,164.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,20,0.22,198.0,Sí,Italia,España,L847,S172,sold,1491464,1.26,0.58,True,2025-11-27 15:47:11.429849,Brian,Marshall,True,0,0.89,10,False,2024-10-05 14:16:38.586583,2024-10-08 13:53:08.568256,1,1,0.77
H349,2010-01-30,M,Pura Sangre Inglés,1.69,468.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,19,0.11,362.0,Desconocido,México,Qatar,L266,S59,sold,1414207,1.74,0.24,True,2025-12-02 05:47:14.148382,Valerie,Williams,True,0,0.67,7,False,2023-03-10 17:44:14.638941,2025-09-26 22:23:15.365554,3,2,0.8466666666666667
H350,2001-01-05,M,Percherón,1.75,854.0,2.8,26.0,Muy calmado,Tiro pesado,17,0.43,391.0,Sí,Turquía,Portugal,L583,S120,sold,1441243,1.49,0.85,True,2025-06-19 05:02:12.474536,Sean,Martin,True,0,0.91,20,False,2025-07-16 10:00:32.606054,2025-09-15 02:08:32.688635,3,0,0.9199999999999999
